fid,geo_point_2d,nom,epci,legende_sdic,geo_shape
22,"45.20082876553867,5.838469125826744",Chronovélo 8,GAM,Niveau 1 - Axe Chronovélo variante à étudier,"{""type"":""MultiLineString"",""coordinates"":[[[5.838469125826744,45.20082876553867],[5.838696779302741,45.201004119787164],[5.839785365877806,45.20123932711263],[5.839979799209369,45.20144483349677],[5.840843456025741,45.20256000084349],[5.846164137912514,45.205648553589675],[5.848522167385063,45.20703302280329],[5.848643091973398,45.20733121176208],[5.849943031298003,45.20778914176231],[5.85294512616314,45.20951554614203]]]}"
23,"45.18798300264486,5.719358739054251",Chronovélo 1,GAM,Niveau 1 - Axe Chronovélo,"{""type"":""MultiLineString"",""coordinates"":[[[5.719358739054251,45.18798300264486],[5.721638017089361,45.187851027575675],[5.723348753938679,45.18775800075385],[5.724781148006422,45.1878300777706],[5.726348561598471,45.18792156716523],[5.726524454090866,45.18800087991063],[5.726595210238918,45.187973721131726],[5.727037924285503,45.187550225889865],[5.727454722545177,45.187194684198225],[5.728033145293223,45.18669123279748],[5.728759535305215,45.18601725356722],[5.730666848053099,45.18555712812999],[5.731931291718617,45.1852977041336],[5.73208186699065,45.185265807378094],[5.732170988742731,45.185204240856436],[5.732723774988057,45.185417595367056],[5.733241734877174,45.18564164314743],[5.734427296215644,45.18608851178542],[5.737183590853165,45.187175308303004],[5.737317732641851,45.187197977988895],[5.740338382743221,45.18841370087386],[5.740306649327659,45.18851297281337],[5.741491670079427,45.189024906530655],[5.741986655079907,45.18928903317131],[5.743591190547141,45.19034247740291],[5.746021609175542,45.19185287855832],[5.751550902739623,45.19568549553484],[5.751784114633763,45.19581318359324],[5.751980399732767,45.19589904497426],[5.752277934240219,45.195925863059934],[5.752511295980393,45.19603347691606],[5.75122368606729,45.19695539246416],[5.751502882638238,45.19700122983146],[5.751959375154303,45.197097220910734],[5.752857434282447,45.19738756585087],[5.753134104534375,45.197482497795136],[5.753368679101486,45.197593670084146],[5.754023395755681,45.197997175024376],[5.754957669483201,45.198681715432095],[5.755771759928776,45.199335542391545],[5.756182826017823,45.199710519273744],[5.756685063829442,45.20013926353796],[5.757022588314324,45.200386999144875],[5.757870934867571,45.20081753547078],[5.758034513971275,45.200906145318626],[5.75807818930744,45.200949834039235],[5.758203136426912,45.20103568611399],[5.758413337196222,45.20114263900805],[5.758589055610281,45.20117552692343],[5.758722416934646,45.20124465853618],[5.758825622583154,45.20132091687978],[5.759185960997221,45.2015529318267],[5.760307045736544,45.202392530555734],[5.760449228080402,45.20251460934724],[5.760611414989423,45.2026288483456],[5.760778214776983,45.20276360033343],[5.761013511383402,45.202943752347814],[5.761292647516053,45.2031465548549],[5.761472549982676,45.20319239849332],[5.761720921450508,45.20337197190682],[5.761988636378974,45.20355166907505],[5.76255082898976,45.20396194139569],[5.762699243790931,45.204052915163906],[5.76290818692684,45.204208191668265],[5.763582405649333,45.20468227267623],[5.763963594696262,45.204954370532754],[5.764161231396026,45.20508158415058],[5.764563051707868,45.20539271927003],[5.764947385314112,45.20561062676018],[5.765248415173189,45.20581629871716],[5.765716385716207,45.2061287539589],[5.76647992664555,45.20666264136796],[5.767174345452597,45.20713181829377],[5.76722651947523,45.20720686485827],[5.767266910102373,45.207239752664556],[5.767359618858682,45.207273510346354],[5.767455026760043,45.2073176133812],[5.767718507483245,45.20749480021084],[5.767797104291304,45.20753528473294],[5.767897863235612,45.20755917895987],[5.767975334731549,45.20761478736724],[5.768170440313242,45.20748521412929],[5.768162580684094,45.20746178936451],[5.768205512405074,45.20734041597527],[5.768271947793083,45.20730330865397],[5.768365674038806,45.207183453119754],[5.768484821909777,45.206473000068634],[5.768547020883268,45.20620997958068],[5.768715683932474,45.205980324223866],[5.768958785883584,45.20582160775498],[5.769222697078943,45.20569363489513],[5.769392002121687,45.205635003493505],[5.769535135539305,45.205599983356166],[5.769736227642595,45.20557671819125],[5.770056899708057,45.20557078847713],[5.770253701998842,45.20559079158386],[5.770327927187617,45.20558074351231],[5.770429365354501,45.20558289207093],[5.770523880902888,45.20560596596179],[5.770818829952714,45.205645045685344],[5.771005005834046,45.205682501626065],[5.771146481664336,45.20569577087316],[5.771548825382858,45.20576892428904],[5.771999353258403,45.20587353092132],[5.772252653471827,45.20594949550767],[5.772316283814246,45.20597941162702],[5.7723525989778,45.20603589217724],[5.773126758202645,45.20646227102197],[5.773496075579508,45.20658231973077],[5.773579139742506,45.2066181233738],[5.77336182308916,45.20676246199787],[5.773253922251001,45.206883228618594],[5.77321046895521,45.206992589010135],[5.773217451974827,45.2070888310861],[5.773265496747778,45.20722612174057],[5.773397869028718,45.20813507831125],[5.773966456931603,45.20846506041607],[5.774261229042184,45.20850241642644],[5.774506939488109,45.20865264998782],[5.77487223741425,45.2088487003258],[5.775215460382909,45.20894743070373],[5.775452930678099,45.20901186371743],[5.776006587755499,45.20916963971838],[5.777301508579373,45.20950580895923],[5.777843990048325,45.20943021332437],[5.778137383339247,45.209443396657484],[5.778319979877097,45.20937951066209],[5.778494764541349,45.20937409828728],[5.77867272270624,45.20937271270794],[5.779068401896465,45.20945159423332],[5.77917262107884,45.20945626341177],[5.779639071971366,45.20955995078683],[5.779797521628462,45.20960853865958],[5.779857200462548,45.209636976362525],[5.780070898029258,45.209653234925135],[5.781107466415826,45.210590156639164],[5.781253086925432,45.21085746440246],[5.781212973829017,45.21094177551384],[5.781436950978183,45.211211000642834],[5.781503070225765,45.21133583708198],[5.781525915625298,45.21153938529901],[5.78158950633567,45.21155288912646],[5.781866659515476,45.21157421369825],[5.782341440991113,45.21165234081553],[5.784531987934328,45.21212187010801],[5.784781164067425,45.21216262474875],[5.785137677030407,45.21219282663378],[5.785625199725255,45.21217047898152],[5.786261094297502,45.212116700931126],[5.786525282787361,45.21207033121329],[5.786596202305031,45.21208707560983],[5.78669848894915,45.21206896249507],[5.786798740678971,45.21200922995653],[5.789639033459403,45.211801357709334],[5.791345323683314,45.21161731915456],[5.791682162328948,45.21157649439387],[5.792002782124945,45.21159086738266],[5.792170001634759,45.21152182981536],[5.793650581799867,45.21148993111591],[5.797602207807815,45.21199726022677],[5.797700911690836,45.21203544966523]]]}"
24,"45.185204240856436,5.732170988742731",Chronovélo 4,GAM,Niveau 1 - Axe Chronovélo,"{""type"":""MultiLineString"",""coordinates"":[[[5.732170988742731,45.185204240856436],[5.732808927444823,45.18448139500281],[5.73340646288761,45.183688039091514],[5.733559042170849,45.18344663495786],[5.733975790682003,45.1826593331289]]]}"
25,"45.0560595972926,5.668008978570799",Chronovélo 3,GAM,Niveau 1 - Axe Chronovélo,"{""type"":""MultiLineString"",""coordinates"":[[[5.668008978570799,45.0560595972926],[5.668667804188106,45.05850706961603],[5.669234589560355,45.06043928152202],[5.669465908789512,45.061227235236984],[5.669649686790837,45.06183003271853],[5.669923970988767,45.062913628293444],[5.669973123015859,45.06313324010576],[5.67050793396189,45.06374853136153],[5.670935896818011,45.06415935474666],[5.671402710568454,45.064672749877886],[5.672948103541531,45.06618883862275],[5.675837570561385,45.06907389823778],[5.676715678898731,45.06995017703261],[5.678769766961683,45.07203377505896],[5.678805252746085,45.07206398788814],[5.679284970233423,45.07222521373231],[5.679879982166653,45.07224920868535],[5.68031294579398,45.07239945358538],[5.680424608401498,45.07244512661375],[5.680477177607751,45.07252840381364],[5.680503306665634,45.07267094055006],[5.680446885603535,45.07271365621564],[5.680300648062847,45.07281366805491],[5.68023902450313,45.07290134758963],[5.680184757524795,45.07304232004498],[5.680214345649698,45.0732589374666],[5.680314300520656,45.0734187148076],[5.680718413635788,45.073836962116516],[5.681569069194055,45.07485182544224],[5.68201007583092,45.075538255069624],[5.683253094129247,45.07755112109985],[5.687788300842487,45.08561273332286],[5.688489081492317,45.08685183367391],[5.687949493937386,45.08697490053855],[5.688455172107563,45.08779086389816],[5.689271477083805,45.08879268530006],[5.687733388038901,45.0892220804305],[5.687541268565898,45.08917485554468],[5.687408186117035,45.08903655882555],[5.687312425461073,45.08875940948559],[5.687152580977252,45.08867348221751],[5.686421017630837,45.0887527615514],[5.685746827516972,45.08891347366389],[5.685704638423007,45.08905243986096],[5.684068646080753,45.08926332426117],[5.683563426703651,45.08928898028544]]]}"
26,"45.20755667929011,5.768062831444799",Chronovélo 1,GAM,Niveau 1 - Axe Chronovélo,"{""type"":""MultiLineString"",""coordinates"":[[[5.768062831444799,45.20755667929011],[5.775192587038321,45.2123331266556],[5.777778990869479,45.21378535887068],[5.780193,45.214198],[5.780913342252846,45.215004688066344],[5.781894799003983,45.21570538506895],[5.783476982168799,45.216622013148495],[5.784803575317712,45.217072796207454],[5.786133316078258,45.21822605266545],[5.788370355447802,45.220147608472054],[5.790138,45.221105],[5.79269615551624,45.22285254112691],[5.794473,45.223826],[5.795432664695897,45.22419151015655]]]}"
27,"45.23088055879914,5.80689287656181",Chronovélo 9,CCLG,Niveau 1 - Axe Chronovélo,"{""type"":""MultiLineString"",""coordinates"":[[[5.80689287656181,45.23088055879914],[5.807735359351963,45.230739194403945],[5.808211029404231,45.23018597835772],[5.808830708817387,45.2293843201829],[5.809136920432251,45.22895943238404],[5.809316756161335,45.22874460824675],[5.809450540001129,45.228586103808],[5.809618114328034,45.22841987199148],[5.809929926662528,45.228208710482605],[5.810061200162369,45.22809855912188],[5.810434807935212,45.22765476769244],[5.81052067644819,45.227514683983316],[5.810613250226975,45.22731234559056],[5.810670341119804,45.227083281595355],[5.810696824976032,45.22682737248488],[5.810681259296696,45.22651040433644],[5.810674153282991,45.226365701477214],[5.81074793083696,45.226277655829506],[5.810993332502151,45.226106063559286],[5.811291008574607,45.225905592869374],[5.811859438637118,45.22545356762072],[5.812685237103187,45.22497452672876],[5.813266035806582,45.22437731301456],[5.813502143299009,45.22411625705478],[5.813694407773271,45.223956311301585],[5.814274111869155,45.22363507573473],[5.814407399405975,45.223566262914886]]]}"
28,"45.152647150382194,5.748795239294451",Chronovélo 6,GAM,Niveau 1 - Axe Chronovélo,"{""type"":""MultiLineString"",""coordinates"":[[[5.748795239294451,45.152647150382194],[5.749984565414024,45.15343096935466],[5.750692555214976,45.15375890107544],[5.751418356049213,45.15384839002659],[5.751908463758793,45.1541056639568],[5.752546622642226,45.15455254392336],[5.754365291243651,45.15587649708654],[5.754728157253359,45.15612302335064],[5.755784804097699,45.156704690956666],[5.759129570363177,45.15863514335071],[5.760625362953372,45.15993056481689],[5.762350950912564,45.16154122120527],[5.76294865662719,45.16210630335385],[5.765867111988019,45.16539558819161],[5.767659191905524,45.16736675510843],[5.768672918171562,45.16897038243284],[5.769007117449346,45.17268864161299],[5.769517,45.17312],[5.770409622490139,45.17375151353475],[5.773273070281766,45.17579480848115],[5.775341765216936,45.17657750285001],[5.777372648867598,45.177507754211845],[5.777478,45.177651]]]}"
29,"45.20308723476463,5.761210181347118",Chronovélo 2,GAM,Niveau 1 - Axe Chronovélo,"{""type"":""MultiLineString"",""coordinates"":[[[5.761210181347118,45.20308723476463],[5.762308,45.202194],[5.762881569045237,45.20195528229669],[5.763396620645024,45.20182567125438],[5.764233579494675,45.20188399625996],[5.765190103894279,45.202062211184284],[5.765309669444228,45.20211081515763],[5.765473541661422,45.202282628123506],[5.76578793164403,45.202467243026994],[5.766119036243892,45.20246076254019],[5.766900810993568,45.202616294019315],[5.768142453243052,45.20282366866336],[5.768376985667953,45.202979199150334],[5.769475,45.203419],[5.769692206717404,45.20342634693197],[5.769947,45.203374],[5.770096890117236,45.20327729806194],[5.770207141695129,45.203152659271346],[5.770268,45.203071],[5.770978834135922,45.20054572464425],[5.770830029697141,45.20041747614859],[5.77022349643771,45.19972690502362],[5.770026977643214,45.19947553408203],[5.769867105105678,45.199335151316475],[5.769471113128092,45.19917223754943],[5.769203019180536,45.1990387865629],[5.769171044673027,45.198985059453996],[5.769256099731027,45.19885351621031],[5.770397,45.198308999999895],[5.767803519582786,45.19694729141266],[5.767522,45.196449],[5.767703904542405,45.194725496475925],[5.767887,45.193273],[5.767736,45.192744],[5.768402,45.192457],[5.768745,45.191973],[5.769146448898025,45.19157456525096],[5.769174,45.191549],[5.769217,45.190945],[5.769314016797604,45.19032710408097],[5.769428832315955,45.1894404910613],[5.769468347630041,45.18907856719909],[5.769487929135838,45.189009112852915],[5.769506581161695,45.188980313551205],[5.769601478888839,45.18892084984905],[5.76963564942262,45.188872146444474],[5.769642558390229,45.18882158238395],[5.769632776152966,45.188793155632105],[5.769560632064433,45.188745133062085],[5.769532690649631,45.18871769660705],[5.769504138203052,45.18859932408985],[5.769676835736215,45.187302464937204],[5.769782026936681,45.18672366274817],[5.769780080884249,45.18664197213304],[5.7697761676199,45.186607103829644],[5.769756036132542,45.18654081460317],[5.769709632767936,45.186456261804516],[5.769546631438088,45.186235621688425],[5.769525492891832,45.18619455529],[5.7695139990859,45.18610884329241],[5.769429407703536,45.18599907033974],[5.769251970989753,45.185857524237676],[5.768768821320437,45.18527955996057],[5.768561338706267,45.185023141041356],[5.768500006752373,45.184878472238324],[5.768507349352901,45.18476545267155],[5.768483254343305,45.184573345242725],[5.768440724251927,45.18440759063976],[5.768431043552585,45.1841557509284],[5.768416508066902,45.18408481804859],[5.768296321091485,45.1837792775929],[5.768282173202727,45.18369274374684],[5.768231236396744,45.18292677854562],[5.768174820417239,45.18188382096142],[5.768127697706659,45.18163218725204],[5.768022759844377,45.18145140434194],[5.767888997078986,45.18132848715617],[5.767664796349729,45.181195786144],[5.766815851663177,45.1807704035481],[5.766718477126388,45.180709208513036],[5.766682202484574,45.180668192320375],[5.766674980107439,45.18060395309626],[5.766348106631827,45.18053768104314],[5.766039734932127,45.180174607320566],[5.765004362687135,45.17993683186713],[5.764092836087842,45.1797078293495],[5.761445004041186,45.17900217500286],[5.76062674938958,45.17876964123373],[5.759018143989947,45.178352050546025],[5.757651252462267,45.177999874019704],[5.756292155490476,45.17763441852725],[5.755901865318608,45.177654781353866],[5.752844287482904,45.176841203214416],[5.752149155546672,45.176645140053715],[5.751925091950269,45.17655712528562],[5.749710539104107,45.17599528348392],[5.749092941945554,45.17573596252121],[5.748067517210484,45.17547025359234],[5.746021018925712,45.174939928364104],[5.745554600320423,45.174908133115025],[5.744839049138879,45.17478276483535],[5.744441884971376,45.1746029689874],[5.743508207235509,45.17436563031552],[5.743273514364409,45.17427402300939],[5.741991593300438,45.17396419637524],[5.741208901994325,45.17373802094208],[5.740437512637733,45.17355357093333],[5.739493766623049,45.17338217281363],[5.738648284623805,45.173218256588115],[5.737902393535247,45.17305832772345],[5.737445780383126,45.17280355352708],[5.737225689485022,45.172718492841234],[5.734828672954301,45.17272570551322],[5.734821415492836,45.17311493654503],[5.734567716199317,45.17320218291723],[5.734372066469793,45.17322737899981],[5.734163113019232,45.17319062968891],[5.733890024513492,45.173109612235066],[5.732942590656129,45.17319977791683],[5.731955932153435,45.173189223073905],[5.731431125175793,45.1732149790923],[5.731017032127956,45.1732352998757],[5.728709709500648,45.17376513989578],[5.727485291676031,45.17419714588156],[5.72674351560944,45.17447096078138],[5.726021310289051,45.174762946961906],[5.725795659952583,45.174921887807685],[5.725317670984404,45.175128678606605],[5.725303793532733,45.175166129449266],[5.724609029989687,45.175502892802776],[5.72391719266769,45.175876784996426],[5.723402459065622,45.17621329441434],[5.72335464035087,45.17625041589962],[5.722940405639915,45.176571981859475],[5.722569534059074,45.17687915952952],[5.722199512749303,45.17719899539492],[5.721681449643858,45.177675541467195],[5.721149690057665,45.178185173366025],[5.720708623572762,45.178680455887594],[5.720459871062626,45.17897783268069],[5.719943922249648,45.179729657654285],[5.719374702505645,45.18056273763788],[5.718869876428607,45.1815480426357],[5.718662347825796,45.18195668295259],[5.718235638532294,45.18302628280128],[5.717821820439098,45.183888466390734],[5.718015391992807,45.18445088653939],[5.717984201441308,45.18449455614179],[5.717672295411856,45.184536948004514],[5.717543527051945,45.18460676912732],[5.716868505685572,45.186095282860215],[5.716197687740795,45.18745960890705],[5.716000551807631,45.18765490369162],[5.715645162987729,45.18842892655229],[5.715557954359261,45.188847313135156],[5.715768070284705,45.18905646205462],[5.715777601808369,45.18918077162634],[5.71562959768373,45.18967311434286],[5.715618988596733,45.189788526037205],[5.715715338603764,45.19001613917552],[5.715774161459685,45.19017405943888],[5.71578839362943,45.19047420200539],[5.715775694985905,45.19056726871653],[5.71492164204221,45.19240450990092],[5.714071991154,45.194215422001555],[5.713610299743793,45.195125781508544],[5.713600269113883,45.19527525049286]]]}"
30,"45.17897783268069,5.720459871062626",Chronovélo 3,GAM,Niveau 1 - Axe Chronovélo,"{""type"":""MultiLineString"",""coordinates"":[[[5.720459871062626,45.17897783268069],[5.720279349903683,45.17893123700381],[5.719947441157175,45.17893657742993],[5.719796996007594,45.17896541289593],[5.719570275676891,45.178975822412276],[5.719342642965198,45.17891993523694],[5.718973521342047,45.178658269669114],[5.718248105145147,45.17820091783148],[5.718208053796081,45.17817607047979],[5.718192869739622,45.1781421178357],[5.717810405372405,45.176997433012176],[5.717476495231205,45.17598792839892],[5.717129127569524,45.17498677165134],[5.716750350915434,45.173788571898704],[5.716412663380322,45.172771541568125],[5.716144431011975,45.17201605062942],[5.71597706226394,45.17155699077831],[5.7156991384801,45.17069170040194],[5.715590166336918,45.17038724175506],[5.713776693784296,45.16608838155325],[5.712840031263978,45.16399752665024],[5.712649018169182,45.16354831928645],[5.712260796295424,45.16188993474362],[5.712189411334111,45.16070884544288],[5.7121953270059,45.16019596205388],[5.712238740828982,45.159756514194946],[5.712264008722795,45.1596148700443],[5.712314590144326,45.15957438457761],[5.712425665851409,45.15956010294444],[5.712565153490878,45.159604592620475],[5.713311421719458,45.159767412284275],[5.713535812078079,45.1598214991304],[5.713675355080647,45.15981169641513],[5.713795005644157,45.15977891613759],[5.713823941241342,45.15966275323355],[5.71362225774477,45.158921444487284],[5.713486354232745,45.158643267746726],[5.712291825351904,45.1544346100393],[5.712189440783059,45.154355826533234],[5.71205788242602,45.153965777237204],[5.71194388615717,45.15376912527925],[5.711487839198934,45.15329300705893],[5.710687447428736,45.15247559855881],[5.709660058888868,45.151448458200875],[5.709263706333926,45.151021002144766],[5.709565352691774,45.15086687354581],[5.709634372758433,45.150751330137844],[5.709722194538035,45.15050604296778],[5.709773214719686,45.15020333736188],[5.709782887775293,45.14980714124014],[5.709856363450792,45.14865769985996],[5.70997771083547,45.148160370260904],[5.710397421691289,45.1470650392936],[5.7105787097219,45.146514029562],[5.710707038466656,45.14598437355602],[5.710703396174717,45.14572718135443],[5.71064801020073,45.145396845053504],[5.710624698537961,45.14514413863763],[5.710579176514292,45.144962307808825],[5.710522222785317,45.14483903735501],[5.710429215773895,45.14475704825893],[5.707867448872304,45.14533804520538],[5.707390198464704,45.145465495521115],[5.704815869871043,45.14596908091659],[5.704460372468689,45.14495137175959],[5.70399638656933,45.14360306583077],[5.70321185358837,45.14125995681286],[5.7028986892331,45.14028596718456],[5.702797195591295,45.14026787947729],[5.702546695800388,45.139550187782135],[5.702277437901741,45.138721285322084],[5.702010930164465,45.13804031373132],[5.701717691655571,45.13713514088444],[5.701227527367657,45.13575699377619],[5.700996956432544,45.13499223365783],[5.700898639429665,45.1348931845245],[5.700794374080834,45.13465786843788],[5.700726938995371,45.134387378920444],[5.700751683482212,45.13429828191863],[5.700116465444144,45.13235314275062],[5.70002649480627,45.13203439091722],[5.700019746700692,45.131887105134574],[5.699741985443197,45.131216494884995],[5.699372986379647,45.13015862459414],[5.698825146240663,45.1285005816562],[5.698168095239315,45.12654456776845],[5.697565909507821,45.12486480117295],[5.697578169931024,45.12472792311566],[5.697687865886888,45.12461015481978],[5.697586332371214,45.12415298191962]]]}"
31,"45.23088055879914,5.80689287656181",Chronovélo 1,CCLG,Niveau 1 - Axe Chronovélo variante à étudier,"{""type"":""MultiLineString"",""coordinates"":[[[5.80689287656181,45.23088055879914],[5.807340803542533,45.232308147646364],[5.80790425066375,45.23298983214411],[5.809669958701684,45.2338694221705],[5.812383943524249,45.23555495853494],[5.816330676578268,45.238052764212235],[5.818133341403938,45.23929244033607],[5.81946301176141,45.23976798710932],[5.820521401960028,45.240116445868814],[5.823177752405837,45.24138853914836],[5.825155202961256,45.24260387172813],[5.82747299190549,45.244024519661586],[5.831793224418853,45.24639223385859],[5.835094977263961,45.24845060997552],[5.838160602335446,45.252614589110784],[5.839020237672083,45.2535295468087],[5.83978037620639,45.25396546869321],[5.845204787156365,45.2556633608027],[5.847955938015355,45.25653130849083],[5.850384695697115,45.257768327703914],[5.853571620339714,45.25977555338083],[5.855487265311911,45.26097173663115],[5.856869357471607,45.26210093239437],[5.85817450639143,45.26320528028629],[5.859774800579766,45.264529628748775],[5.861228719560778,45.265576734753814],[5.862132298984471,45.26622293562441],[5.862765713809992,45.26676887399448],[5.863623279842045,45.26763021107342],[5.864288537944795,45.26805497222762],[5.865764399528389,45.268780477805755],[5.866352677523104,45.26918040105047],[5.866930751362469,45.269754450658716],[5.867881513791255,45.2709611768671],[5.869097176035891,45.272161270263695],[5.869468982621162,45.27262515968905],[5.869390034316093,45.27309019048402],[5.869953951862857,45.2737582047218],[5.871020373333974,45.27500213802968],[5.87248160818708,45.276772064314976],[5.876343598081825,45.27564752536962]]]}"
32,"45.223566262914886,5.814407399405975",Chronovélo 9,CCLG,Niveau 1 - Axe Chronovélo variante à étudier,"{""type"":""MultiLineString"",""coordinates"":[[[5.814407399405975,45.223566262914886],[5.814762546459986,45.22370346498604],[5.816791634101873,45.22448731782117],[5.816952072142858,45.22445105713503],[5.817428466877144,45.22435938221174],[5.81792672479154,45.22413722480969],[5.818526818239412,45.22397253445768],[5.818950139932319,45.22395212752419],[5.819293616211203,45.224033639329996],[5.819595203839199,45.2241261762873],[5.819908952174117,45.22417843079861],[5.820358561449475,45.22411738941992],[5.820604978271636,45.22395139529902],[5.820984791523691,45.223622187295284],[5.82180421123094,45.22274239110228],[5.822640686217858,45.22192214199136],[5.822826982877444,45.221397780428255],[5.822769720535372,45.2204069613491]]]}"
33,"45.19211503627497,5.758194633610993",Chronovélo 5,GAM,Niveau 1 - Axe Chronovélo,"{""type"":""MultiLineString"",""coordinates"":[[[5.758194633610993,45.19211503627497],[5.758359410019911,45.19189269226299],[5.75859210983468,45.1917222693518],[5.758676774095953,45.19153388170161],[5.758853,45.191398],[5.758626900738358,45.19096621250001],[5.7583257598016,45.18996294452078],[5.758069857151764,45.18896656390251],[5.758043832056654,45.18842612353917],[5.757880819504444,45.18810730693451],[5.757869485654998,45.18784058859916],[5.757838733619629,45.187372658864504],[5.757811629810595,45.187088539279806],[5.75769104365785,45.18695380280164],[5.757470805299452,45.18680199519061],[5.757458,45.186619]]]}"
34,"45.21499938626778,5.686079648660756",Chronovélo 2,GAM,Niveau 1 - Axe Chronovélo,"{""type"":""MultiLineString"",""coordinates"":[[[5.686079648660756,45.21499938626778],[5.686172095319985,45.214947345798784],[5.690159664884631,45.21320160625566],[5.691431394182799,45.212696487473906],[5.692446650322729,45.21302596943954],[5.694756073743348,45.212130652582054],[5.695889767038632,45.21183525429949],[5.696713419644721,45.21166533378135],[5.697479290104177,45.211315124422356],[5.697568903403507,45.21116247502045],[5.697924713986373,45.21103138607874],[5.699318118990242,45.210623629610275],[5.700437077833922,45.21025015175831],[5.702164301063737,45.209582078898094],[5.702843204339029,45.2092736952462],[5.702995499067098,45.20905249664365],[5.702825131362625,45.20877027094881],[5.702600323355642,45.20863993940149],[5.702516106886163,45.20853368610556],[5.702370989591806,45.20784215524277],[5.701258653753322,45.20582035955623],[5.701162801309926,45.20568922407034],[5.701216717646896,45.20568143464078],[5.701408431032196,45.205901899787364],[5.701920512671784,45.206801898986534],[5.702247371653694,45.20675612943655],[5.703584849828352,45.20630548740872],[5.704379145838618,45.20601942223617],[5.705548966237914,45.20564332292065],[5.706242712772628,45.205407724945815],[5.706873782462037,45.20524461559527],[5.707909805319347,45.205069816890116],[5.70823268264397,45.20496562989443],[5.709863745271058,45.201357379016336],[5.710959890428655,45.19890482333353],[5.711962622093673,45.19668847427195],[5.712090661023025,45.19647301634596],[5.71259939722338,45.196078386833065],[5.713600269113883,45.19527525049286]]]}"
35,"45.18050032676504,5.767026497738198",Chronovélo 2,GAM,Niveau 1 - Axe Chronovélo,"{""type"":""MultiLineString"",""coordinates"":[[[5.767026497738198,45.18050032676504],[5.76728932758389,45.180564775127465],[5.769231389525493,45.18104096386175],[5.771141882122784,45.18154287367491],[5.772979070094811,45.18207294285559],[5.773129240445982,45.18212585206149],[5.773663065320172,45.182313931073764],[5.773986890286948,45.182444769699586],[5.775136605967048,45.18266126024166],[5.775871596407868,45.18289439605132],[5.777327790485768,45.18326853370097],[5.778591676864367,45.18362420537628],[5.779501007223792,45.18388941015943],[5.779822415593465,45.18403779797716],[5.779959138654651,45.18399716114281],[5.780403301844951,45.18400949282586],[5.781196778280765,45.18427811291185],[5.781686839201205,45.18438446581801],[5.782367854669386,45.18456273873435],[5.783444292263844,45.18490310013306],[5.784310541182016,45.18533771448856],[5.785137100713006,45.18562800158903],[5.786455447779542,45.1860521510833],[5.786589705192945,45.186145483895686]]]}"
36,"45.18601725356722,5.728759535305215",Chronovélo 7,GAM,Niveau 1 - Axe Chronovélo,"{""type"":""MultiLineString"",""coordinates"":[[[5.728759535305215,45.18601725356722],[5.731126093860762,45.18354280681668]]]}"
37,"45.05722084716338,5.769830804170509",,GAM,"Niveau 2 - Itinéraire du
réseau principal","{""type"":""MultiLineString"",""coordinates"":[[[5.769830804170509,45.05722084716338],[5.770333,45.057804],[5.76941,45.05832],[5.76793,45.059259],[5.7675,45.063564],[5.770097085525405,45.06833648850206]]]}"
38,"45.21499938626778,5.686079648660756",Chronovélo 6,GAM,Niveau 1 - Axe Chronovélo,"{""type"":""MultiLineString"",""coordinates"":[[[5.686079648660756,45.21499938626778],[5.683853692579022,45.21394219492105],[5.684569204890352,45.21301988155208],[5.685147704205895,45.21211900289104],[5.685710979855242,45.21108940980466],[5.684243769409913,45.211357347981206],[5.684087087502235,45.21086564692672],[5.684050273093405,45.21072855600612],[5.684620025484951,45.20985552318812],[5.684933389300302,45.20942401926066],[5.685075827398189,45.20903265240247],[5.685090071207978,45.20884198552166],[5.684947633110091,45.20867138829707],[5.683088362807431,45.207285381857744],[5.682751937585756,45.20639652604629],[5.682421,45.205566],[5.681798732791006,45.20450025389448],[5.681469375743537,45.20437196648734],[5.679615925590758,45.203485726481105],[5.677176151979802,45.20212107413967],[5.676855151061392,45.202057393481546],[5.675060883212455,45.20186643770841],[5.674724457990779,45.201682066008914],[5.674565590524988,45.201491108976015],[5.674069545956097,45.200806967060224],[5.67348624829503,45.20032498998382],[5.673929339749603,45.19907800202352],[5.673893677893642,45.19895831786531],[5.674052,45.1976889999999],[5.674091420918558,45.19729270576009],[5.674353792868857,45.19670549060663],[5.674406274430039,45.1959322923165]]]}"
39,"45.19238369426198,5.721771706690241",Chronovélo 7,GAM,Niveau 1 - Axe Chronovélo,"{""type"":""MultiLineString"",""coordinates"":[[[5.721771706690241,45.19238369426198],[5.722067225863208,45.19206915518727],[5.722761,45.191428],[5.724194023111654,45.19010304173595],[5.724741940268998,45.18963466290114],[5.726524454090866,45.18800087991063]]]}"
40,"45.188087137908475,5.745822873004773",Chronovélo 8,GAM,Niveau 1 - Axe Chronovélo,"{""type"":""MultiLineString"",""coordinates"":[[[5.745822873004773,45.188087137908475],[5.746186784185643,45.1880947565174],[5.748376231184139,45.18794678955484],[5.752155276688399,45.18769313101],[5.755731238957944,45.18689331102861]]]}"
